question,category,source
What affects the change in the historic distribution of various fish species in PS?,6,wq
Who are the users and stakeholders of water quality models and information?,4,wq
How do contaminants affect fish populations  in the Puget Sound?,6,wq
How will the demand for water change?,4,wq
Is there a successful example of when WDFWs  evidence increases protection for biota?,6,wq
What politically feasible methods are available to extract Nitrogen from municipal waste streams?,6,wq
How do we prioritize the pollutants we should track?,6,wq
What measures or actions would be effective at maintaining beneficial uses in streams and at what cost?,6,wq
What causes dissolved oxygen (DO) levels to drop in rivers?,6,wq
What are the barriers common tor both divides?,6,wq
My biggest concern regarding water quality in Puget Sound is lack of imagination for integrated watershed restoration design.,4,wq
How do we train designers of integrated watersheds?,6,wq
What bacteria live in shell fish and effect human health?,6,wq
If the Stormwater manual was perfectly executed would it be enough to maintain beneficial uses in streams?,6,wq
What are dissolved oxygen levels under natural conditions in rivers?,6,wq
What contaminants affect water quality in the Puget Sound?,4,wq
What low tech methods/approaches are available to monitor micro-changes in water quality parameters [flow or temperature] in order to identify threshold conditions requiring rapid deployment of mitigating actions,4,wq
What work is being done in estuaries to restore water processes in the Skokomish basin?,4,wq
How does water quality affect the fish consumption rate?,4,wq
How do we reduce the impacts of pollutants on biota in the Puget Sound?,6,wq
How does stand age affect instream hydrology during low summer flows?,6,wq
Where in the Puget Sound is Ocean Acidification the worst?,6,wq
Where and by how much can we make measurable improvements to WQ?,6,wq
What other effects does FC have on WQ in marine waters?,6,wq
What contaminants are regulated and how are they monitored?,6,wq
How much would biological nutrient removal from wastewater treatments make cost effective improvements?,6,wq
What toxics bioaccumulate up the food chain and in humans?,6,wq
What are the process constraints and resources needed to add new chemicals into regulations?,6,wq
Are new cross-jurisdictional arrangements possible for exchanging and paying for growth and conservation/restoration?,6,wq
"Water quality effects on salmon, humans, and other biota?",4,wq
How do pharmaceuticals in wastewater affect fish populations?,6,wq
What options and solutions are available and possible to leverage money and resources for greater alignment and harmonized action?,6,wq
We need to manage land use comprehensively and at scales that recognizes the pressures that are truly driving change.,6,wq
What are digital means to preserving knowledge related to social ecological systems?,6,wq
What do mangers need to know from the scientists?,6,wq
"Do we know if at a large scale, we can effectively mitigate impacts and restore original hydrologic flows?",6,wq
What liabilities and other responsibilities do local land use and transportation planning have relative to Endangered Species Act and Treaty Rights?,6,wq
What are the sources of contaminants and nutrient loading in the fresh and marine waters of Puget Sound?,6,wq
What are the political and policy challenges to mitigating legacy and ongoing land use impacts to water quality.,4,wq
How can forestry practices affect water supply in Puget Sound region?,4,wq
Do we need to think of individual projects or can we put the whole system together and call that the asset?,6,wq
What forest management  practices would improve water holding capacity and water quantity.,4,wq
